datetime,temp_f,relative_humidity_pct,precipitation_in,wind_speed_mph,wind_direction_deg,cloud_cover_pct,shortwave_radiation,direct_normal_irr,diffuse_radiation,uv_index,fetched_at,latitude,longitude,utc_offset_seconds,timezone_abbrev,date,hour,day_of_week,is_daytime,wind_cardinal,total_irradiance,is_sunny,uv_risk,is_raining,feels_like_f
2026-07-08 23:00:00,66.4,89,0.0,6.8,157,94,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-08,23,Wednesday,False,SSE,0.0,False,Low,False,66.4
2026-07-09 00:00:00,66.2,89,0.0,7.1,156,92,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,0,Thursday,False,SSE,0.0,False,Low,False,66.2
2026-07-09 01:00:00,66.7,89,0.0,7.1,156,89,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,1,Thursday,False,SSE,0.0,False,Low,False,66.7
2026-07-09 02:00:00,66.9,90,0.0,7.0,158,89,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,2,Thursday,False,SSE,0.0,False,Low,False,66.9
2026-07-09 03:00:00,66.7,92,0.004,6.7,160,92,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,3,Thursday,False,SSE,0.0,False,Low,True,66.7
2026-07-09 04:00:00,66.2,94,0.004,6.3,163,97,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,4,Thursday,False,SSE,0.0,False,Low,True,66.2
2026-07-09 05:00:00,66.2,96,0.004,6.2,167,100,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,5,Thursday,False,SSE,0.0,False,Low,True,66.2
2026-07-09 06:00:00,66.8,96,0.0,6.4,170,100,18.0,135.2,9.0,0.1,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,6,Thursday,True,S,27.0,False,Low,False,66.8
2026-07-09 07:00:00,68.0,96,0.0,6.5,172,100,107.0,289.5,53.0,0.65,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,7,Thursday,True,S,160.0,False,Low,False,68.0
2026-07-09 08:00:00,69.8,93,0.0,6.9,176,99,213.0,307.0,103.0,1.3,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,8,Thursday,True,S,316.0,False,Low,False,69.8
2026-07-09 09:00:00,72.9,86,0.0,7.7,187,99,347.0,370.3,153.0,2.3,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,9,Thursday,True,S,500.0,False,Low,False,72.9
2026-07-09 10:00:00,76.6,78,0.0,8.9,198,100,509.0,457.0,202.0,3.7,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,10,Thursday,True,SSW,711.0,False,Moderate,False,76.6
2026-07-09 11:00:00,79.7,71,0.0,9.3,201,100,663.0,536.5,238.0,5.1,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,11,Thursday,True,SSW,901.0,False,Moderate,False,79.7
2026-07-09 12:00:00,82.0,67,0.004,7.8,198,98,798.0,626.3,249.0,6.35,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,12,Thursday,True,SSW,1047.0,False,High,True,85.8
2026-07-09 13:00:00,83.8,65,0.004,5.4,185,95,889.0,708.1,238.0,7.3,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,13,Thursday,True,S,1127.0,False,High,True,88.6
2026-07-09 14:00:00,84.4,65,0.004,4.3,168,93,862.0,706.2,214.0,7.25,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,14,Thursday,True,SSE,1076.0,False,High,True,89.7
2026-07-09 15:00:00,83.4,66,0.0,5.0,167,95,662.0,548.5,184.0,5.8,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,15,Thursday,True,SSE,846.0,False,Moderate,False,88.1
2026-07-09 16:00:00,81.3,68,0.0,6.5,174,98,387.0,306.1,147.0,3.7,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,16,Thursday,True,S,534.0,False,Moderate,False,84.8
2026-07-09 17:00:00,79.2,72,0.0,6.7,178,100,185.0,119.5,106.0,2.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,17,Thursday,True,S,291.0,False,Low,False,79.2
2026-07-09 18:00:00,77.2,78,0.004,4.5,177,100,84.0,45.0,61.0,1.05,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,18,Thursday,True,S,145.0,False,Low,True,77.2
2026-07-09 19:00:00,75.1,85,0.004,0.9,166,100,34.0,23.2,26.0,0.5,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,19,Thursday,True,SSE,60.0,False,Low,True,75.1
2026-07-09 20:00:00,73.0,91,0.004,1.4,9,100,13.0,23.1,9.0,0.15,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,20,Thursday,True,N,22.0,False,Low,True,73.0
2026-07-09 21:00:00,70.9,94,0.039,1.2,22,100,3.0,16.7,2.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,21,Thursday,False,NNE,5.0,False,Low,True,70.9
2026-07-09 22:00:00,68.8,96,0.039,0.8,124,100,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,22,Thursday,False,SE,0.0,False,Low,True,68.8
2026-07-09 23:00:00,67.3,97,0.039,2.1,148,100,0.0,0.0,0.0,0.0,2026-07-03 15:52:57.553645+00:00,44.4759,-73.2121,-14400,GMT-4,2026-07-09,23,Thursday,False,SSE,0.0,False,Low,True,67.3
